"PERSONS" "WARD" "QUESTION" "MAILGRP" "PHONEGRP" "PERSNGRP" "APPEAL" "CONTACT" "MAILINGS" "AGE" "MAJORPTY" "VOTE960" "VOTE961" "MAILCALL" "VOTED98" "PHNSCRPT" "DISMC" "DISPHN" "PHNC" "PHNTRT1" "PHNTRT2" "PHNC1" "PHNC2" "NEW" "phone" "AGE2"
"15213" 2 "18" 1 0 0 0 1 0 0 36 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 12.96
"15216" 1 "23" 0 0 0 0 2 0 0 30 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 9
"15217" 1 "16" 1 0 0 0 3 0 0 30 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 9
"15218" 1 "14" 0 0 0 0 1 0 0 57 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 32.49
"15219" 1 "12" 1 0 0 0 2 0 0 51 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 26.01
"15220" 1 "3" 0 0 0 0 2 0 0 28 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 7.84
"15229" 2 "18" 0 0 0 0 3 0 0 54 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 29.16
"15230" 2 "17" 1 0 0 0 3 0 0 50 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 25
"15232" 1 "13" 0 0 0 0 3 0 0 40 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 16
"15233" 2 "17" 1 0 0 0 2 0 0 77 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 59.29
"15234" 1 "22" 1 0 0 0 2 0 0 71 1 1 0 0 1 0 99 99 0 0 0 0 0 0 0 50.41
"15235" 1 "3" 0 0 0 0 1 0 0 25 0 0 0 0 1 0 99 99 0 0 0 0 0 1 0 6.25
"15236" 1 "27" 1 0 0 0 1 0 0 27 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 7.29
"15237" 2 "21" 0 0 0 0 3 0 0 76 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 57.76
"15238" 2 "18" 0 0 0 0 1 0 0 75 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 56.25
"15240" 1 "25" 1 0 0 0 3 0 0 63 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 39.69
"15243" 1 "28" 1 0 0 0 2 0 0 36 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 12.96
"15248" 1 "25" 0 0 0 0 3 0 0 29 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 8.41
"15249" 2 "8" 1 0 0 0 1 0 0 37 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 13.69
"15251" 1 "28" 1 0 0 0 3 0 0 18 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 3.24
"15259" 1 "7" 0 0 0 0 1 0 0 31 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 9.61
"15260" 2 "29" 1 0 0 0 1 0 0 59 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 34.81
"15262" 2 "30" 1 0 0 0 1 0 0 82 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 67.24
"15265" 1 "18" 0 0 0 0 1 0 0 78 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 60.84
"15269" 2 "25" 0 0 0 0 2 0 0 79 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 62.41
"15271" 2 "7" 0 0 0 0 2 0 0 79 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 62.41
"15273" 1 "27" 0 0 0 0 1 0 0 71 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 50.41
"15275" 1 "12" 0 0 0 0 1 0 0 52 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 27.04
"15278" 1 "10" 0 0 0 0 3 0 0 53 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 28.09
"15287" 1 "11" 0 0 0 0 2 0 0 84 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 70.56
"15297" 2 "18" 1 0 0 0 3 0 0 79 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 62.41
"15300" 1 "17" 0 0 0 0 2 0 0 43 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 18.49
"15302" 2 "18" 1 0 0 0 1 0 0 72 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 51.84
"15303" 2 "17" 1 0 0 0 2 0 0 61 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 37.21
"15304" 1 "17" 1 0 0 0 2 0 0 66 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 43.56
"15309" 1 "5" 1 0 0 0 3 0 0 74 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 54.76
"15311" 1 "14" 1 0 0 0 1 0 0 21 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 4.41
"15314" 1 "14" 1 0 0 0 2 0 0 32 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 10.24
"15315" 2 "16" 1 0 0 0 1 0 0 52 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 27.04
"15317" 1 "3" 0 0 0 0 3 0 0 45 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 20.25
"15319" 2 "5" 1 0 0 0 3 0 0 21 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 4.41
"15320" 2 "3" 0 0 0 0 2 0 0 59 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 34.81
"15321" 1 "6" 1 0 0 0 1 0 0 32 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 10.24
"15322" 1 "10" 1 0 0 0 1 0 0 37 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 13.69
"15323" 1 "6" 0 0 0 0 1 0 0 49 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 24.01
"15325" 1 "11" 1 0 0 0 1 0 0 68 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 46.24
"15327" 2 "26" 1 0 0 0 1 0 0 46 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 21.16
"15329" 2 "28" 0 0 0 0 3 0 0 46 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 21.16
"15334" 1 "24" 1 0 0 0 1 0 0 47 1 1 0 0 1 0 99 99 0 0 0 0 0 0 0 22.09
"15336" 2 "26" 0 0 0 0 2 0 0 78 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 60.84
"15337" 1 "14" 1 0 0 0 1 0 0 66 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 43.56
"15339" 1 "27" 1 0 0 0 2 0 0 45 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 20.25
"15342" 2 "7" 0 0 0 0 3 0 0 47 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 22.09
"15343" 2 "17" 0 0 0 0 3 0 0 56 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 31.36
"15344" 1 "7" 0 0 0 0 2 0 0 38 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 14.44
"15346" 2 "17" 0 0 0 0 3 0 0 45 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 20.25
"15347" 1 "6" 1 0 0 0 3 0 0 30 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 9
"15348" 1 "24" 1 0 0 0 3 0 0 55 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 30.25
"15349" 1 "7" 1 0 0 0 1 0 0 39 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 15.21
"15351" 1 "20" 1 0 0 0 3 0 0 62 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 38.44
"15352" 1 "20" 1 0 0 0 2 0 0 34 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 11.56
"15353" 1 "12" 0 0 0 0 3 0 0 65 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 42.25
"15356" 1 "21" 1 0 0 0 3 0 0 49 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 24.01
"15357" 1 "29" 0 0 0 0 2 0 0 43 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 18.49
"15358" 1 "30" 1 0 0 0 1 0 0 22 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 4.84
"15359" 1 "12" 1 0 0 0 2 0 0 54 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 29.16
"15361" 2 "12" 1 0 0 0 3 0 0 69 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 47.61
"15362" 1 "13" 0 0 0 0 1 0 0 33 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 10.89
"15364" 1 "15" 1 0 0 0 1 0 0 50 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 25
"15365" 1 "15" 0 0 0 0 1 0 0 27 1 1 0 0 1 0 99 99 0 0 0 0 0 0 0 7.29
"15367" 1 "19" 1 0 0 0 2 0 0 53 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 28.09
"15368" 2 "20" 0 0 0 0 1 0 0 50 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 25
"15369" 2 "21" 1 0 0 0 2 0 0 51 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 26.01
"15370" 2 "29" 1 0 0 0 1 0 0 74 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 54.76
"15371" 2 "13" 0 0 0 0 2 0 0 73 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 53.29
"15372" 2 "18" 0 0 0 0 2 0 0 47 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 22.09
"15374" 1 "26" 1 0 0 0 1 0 0 90 1 1 0 0 1 0 99 99 0 0 0 0 0 0 0 81
"15375" 1 "17" 1 0 0 0 1 0 0 81 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 65.61
"15378" 1 "11" 1 0 0 0 1 0 0 77 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 59.29
"15379" 2 "9" 1 0 0 0 3 0 0 27 0 1 0 0 1 0 99 99 0 0 0 0 0 0 0 7.29
"15381" 1 "15" 1 0 0 0 1 0 0 59 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 34.81
"15383" 2 "17" 1 0 0 0 3 0 0 35 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 12.25
"15384" 1 "7" 1 0 0 0 2 0 0 39 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 15.21
"15386" 2 "20" 1 0 0 0 1 0 0 63 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 39.69
"15388" 1 "19" 1 0 0 0 1 0 0 31 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 9.61
"15392" 1 "3" 0 0 0 0 1 0 0 73 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 53.29
"15394" 1 "8" 0 0 0 0 2 0 0 44 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 19.36
"15396" 2 "27" 1 0 0 0 2 0 0 75 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 56.25
"15397" 2 "16" 1 0 0 0 3 0 0 76 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 57.76
"15398" 2 "8" 1 0 0 0 1 0 0 55 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 30.25
"15399" 2 "17" 0 0 0 0 3 0 0 49 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 24.01
"15401" 2 "18" 0 0 0 0 3 0 0 71 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 50.41
"15402" 1 "11" 0 0 0 0 3 0 0 76 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 57.76
"15406" 2 "17" 0 0 0 0 3 0 0 72 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 51.84
"15407" 1 "17" 1 0 0 0 3 0 0 77 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 59.29
"15408" 2 "2" 0 0 0 0 1 0 0 35 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 12.25
"15412" 1 "12" 0 0 0 0 2 0 0 32 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 10.24
"15413" 1 "27" 1 0 0 0 1 0 0 73 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 53.29
"15415" 2 "25" 1 0 0 0 3 0 0 27 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 7.29
"15418" 1 "9" 1 0 0 0 2 0 0 38 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 14.44
"15420" 1 "29" 0 0 0 0 1 0 0 53 0 0 0 0 1 0 99 99 0 0 0 0 0 1 0 28.09
"15421" 2 "28" 1 0 0 0 3 0 0 37 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 13.69
"15422" 1 "30" 0 0 0 0 2 0 0 60 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 36
"15423" 2 "6" 1 0 0 0 3 0 0 75 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 56.25
"15424" 1 "9" 1 0 0 0 3 0 0 32 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 10.24
"15425" 1 "29" 1 0 0 0 2 0 0 68 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 46.24
"15427" 1 "9" 1 0 0 0 3 0 0 42 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 17.64
"15428" 1 "18" 1 0 0 0 2 0 0 82 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 67.24
"15430" 1 "7" 1 0 0 0 1 0 0 48 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 23.04
"15431" 1 "27" 0 0 0 0 1 0 0 41 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 16.81
"15434" 1 "4" 1 0 0 0 3 0 0 84 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 70.56
"15440" 2 "19" 0 0 0 0 3 0 0 71 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 50.41
"15443" 2 "29" 1 0 0 0 1 0 0 77 1 1 0 0 1 0 99 99 0 0 0 0 0 0 0 59.29
"15445" 2 "5" 0 0 0 0 3 0 0 84 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 70.56
"15446" 1 "11" 0 0 0 0 1 0 0 79 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 62.41
"15447" 2 "26" 1 0 0 0 3 0 0 86 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 73.96
"15449" 1 "15" 1 0 0 0 3 0 0 50 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 25
"15450" 2 "17" 0 0 0 0 2 0 0 45 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 20.25
"15452" 1 "22" 0 0 0 0 1 0 0 33 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 10.89
"15455" 2 "26" 0 0 0 0 3 0 0 21 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 4.41
"15456" 2 "11" 1 0 0 0 1 0 0 78 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 60.84
"15457" 2 "8" 0 0 0 0 2 0 0 42 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 17.64
"15458" 1 "12" 0 0 0 0 2 0 0 41 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 16.81
"15460" 1 "17" 0 0 0 0 1 0 0 68 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 46.24
"15462" 1 "23" 0 0 0 0 1 0 0 26 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 6.76
"15474" 1 "27" 0 0 0 0 2 0 0 82 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 67.24
"15475" 1 "2" 1 0 0 0 3 0 0 27 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 7.29
"15481" 2 "18" 1 0 0 0 1 0 0 42 0 1 0 0 1 0 99 99 0 0 0 0 0 0 0 17.64
"15483" 2 "15" 1 0 0 0 1 0 0 43 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 18.49
"15485" 2 "2" 1 0 0 0 1 0 0 34 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 11.56
"15486" 1 "26" 1 0 0 0 1 0 0 79 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 62.41
"15488" 2 "15" 0 0 0 0 3 0 0 25 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 6.25
"15489" 1 "16" 1 0 0 0 3 0 0 34 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 11.56
"15490" 1 "25" 0 0 0 0 1 0 0 39 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 15.21
"15492" 1 "16" 1 0 0 0 2 0 0 47 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 22.09
"15496" 1 "14" 1 0 0 0 2 0 0 74 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 54.76
"15498" 2 "17" 0 0 0 0 2 0 0 66 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 43.56
"15499" 1 "25" 0 0 0 0 2 0 0 50 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 25
"15500" 2 "24" 1 0 0 0 1 0 0 22 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 4.84
"15501" 1 "27" 1 0 0 0 1 0 0 72 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 51.84
"15503" 1 "6" 0 0 0 0 1 0 0 73 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 53.29
"15509" 2 "17" 0 0 0 0 3 0 0 32 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 10.24
"15510" 1 "17" 1 0 0 0 1 0 0 75 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 56.25
"15511" 2 "7" 0 0 0 0 2 0 0 35 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 12.25
"15513" 1 "28" 1 0 0 0 3 0 0 40 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 16
"15515" 2 "28" 0 0 0 0 2 0 0 83 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 68.89
"15517" 1 "24" 1 0 0 0 2 0 0 37 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 13.69
"15518" 1 "28" 0 0 0 0 1 0 0 44 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 19.36
"15519" 1 "14" 1 0 0 0 1 0 0 32 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 10.24
"15520" 1 "10" 0 0 0 0 3 0 0 25 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 6.25
"15521" 2 "15" 1 0 0 0 2 0 0 56 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 31.36
"15522" 1 "11" 0 0 0 0 2 0 0 80 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 64
"15523" 1 "27" 0 0 0 0 2 0 0 33 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 10.89
"15524" 1 "10" 1 0 0 0 2 0 0 78 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 60.84
"15525" 2 "25" 0 0 0 0 1 0 0 39 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 15.21
"15526" 1 "30" 0 0 0 0 2 0 0 42 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 17.64
"15529" 1 "11" 1 0 0 0 2 0 0 85 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 72.25
"15530" 2 "17" 0 0 0 0 2 0 0 78 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 60.84
"15532" 1 "12" 0 0 0 0 1 0 0 64 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 40.96
"15534" 1 "27" 1 0 0 0 3 0 0 32 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 10.24
"15539" 1 "25" 0 0 0 0 3 0 0 72 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 51.84
"15543" 1 "18" 1 0 0 0 1 0 0 72 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 51.84
"15546" 1 "11" 1 0 0 0 3 0 0 81 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 65.61
"15547" 1 "11" 0 0 0 0 2 0 0 84 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 70.56
"15550" 1 "7" 0 0 0 0 1 0 0 26 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 6.76
"15551" 1 "10" 0 0 0 0 2 0 0 31 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 9.61
"15552" 1 "15" 1 0 0 0 1 0 0 55 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 30.25
"15553" 1 "13" 1 0 0 0 3 0 0 58 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 33.64
"15556" 2 "18" 0 0 0 0 1 0 0 58 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 33.64
"15557" 1 "17" 1 0 0 0 1 0 0 49 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 24.01
"15559" 1 "11" 0 0 0 0 3 0 0 72 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 51.84
"15561" 2 "18" 1 0 0 0 3 0 0 65 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 42.25
"15562" 1 "11" 1 0 0 0 2 0 0 78 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 60.84
"15563" 1 "14" 0 0 0 0 1 0 0 37 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 13.69
"15564" 1 "11" 1 0 0 0 1 0 0 92 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 84.64
"15565" 2 "25" 0 0 0 0 2 0 0 56 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 31.36
"15566" 1 "9" 1 0 0 0 3 0 0 82 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 67.24
"15567" 1 "29" 1 0 0 0 1 0 0 45 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 20.25
"15568" 1 "12" 0 0 0 0 3 0 0 83 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 68.89
"15569" 1 "16" 1 0 0 0 1 0 0 83 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 68.89
"15570" 1 "9" 1 0 0 0 3 0 0 25 0 0 0 0 1 0 99 99 0 0 0 0 0 1 0 6.25
"15573" 1 "10" 1 0 0 0 3 0 0 27 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 7.29
"15574" 2 "6" 0 0 0 0 3 0 0 59 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 34.81
"15576" 2 "22" 0 0 0 0 3 0 0 36 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 12.96
"15577" 2 "22" 0 0 0 0 3 0 0 68 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 46.24
"15578" 1 "9" 1 0 0 0 1 0 0 43 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 18.49
"15579" 2 "8" 0 0 0 0 2 0 0 73 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 53.29
"15586" 1 "13" 0 0 0 0 3 0 0 41 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 16.81
"15587" 1 "14" 0 0 0 0 2 0 0 27 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 7.29
"15594" 2 "15" 0 0 0 0 1 0 0 41 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 16.81
"15596" 2 "4" 1 0 0 0 1 0 0 83 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 68.89
"15597" 2 "4" 1 0 0 0 2 0 0 46 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 21.16
"15601" 1 "27" 0 0 0 0 1 0 0 49 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 24.01
"15603" 2 "28" 1 0 0 0 3 0 0 33 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 10.89
"15604" 2 "24" 1 0 0 0 1 0 0 45 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 20.25
"15605" 1 "20" 0 0 0 0 3 0 0 27 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 7.29
"15608" 1 "19" 0 0 0 0 1 0 0 32 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 10.24
"15611" 1 "11" 1 0 0 0 3 0 0 58 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 33.64
"15614" 2 "26" 0 0 0 0 1 0 0 68 0 0 0 0 1 0 99 99 0 0 0 0 0 1 0 46.24
"15621" 1 "14" 0 0 0 0 2 0 0 49 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 24.01
"15622" 2 "19" 1 0 0 0 3 0 0 43 1 1 0 0 1 0 99 99 0 0 0 0 0 0 0 18.49
"15625" 1 "6" 1 0 0 0 3 0 0 52 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 27.04
"15627" 1 "3" 1 0 0 0 1 0 0 52 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 27.04
"15629" 2 "27" 1 0 0 0 2 0 0 43 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 18.49
"15632" 1 "9" 1 0 0 0 3 0 0 37 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 13.69
"15633" 2 "25" 1 0 0 0 1 0 0 28 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 7.84
"15634" 1 "29" 1 0 0 0 2 0 0 69 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 47.61
"15635" 2 "27" 1 0 0 0 3 0 0 30 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 9
"15636" 2 "23" 0 0 0 0 2 0 0 26 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 6.76
"15637" 1 "23" 1 0 0 0 3 0 0 84 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 70.56
"15639" 2 "19" 1 0 0 0 2 0 0 52 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 27.04
"15640" 1 "10" 0 0 0 0 2 0 0 45 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 20.25
"15641" 1 "23" 1 0 0 0 1 0 0 44 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 19.36
"15642" 1 "8" 0 0 0 0 1 0 0 54 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 29.16
"15643" 2 "13" 0 0 0 0 3 0 0 48 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 23.04
"15646" 1 "11" 0 0 0 0 1 0 0 46 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 21.16
"15647" 2 "19" 1 0 0 0 1 0 0 50 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 25
"15653" 1 "6" 1 0 0 0 1 0 0 31 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 9.61
"15655" 2 "22" 1 0 0 0 2 0 0 65 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 42.25
"15656" 1 "2" 1 0 0 0 3 0 0 29 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 8.41
"15657" 1 "25" 1 0 0 0 3 0 0 38 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 14.44
"15659" 1 "6" 1 0 0 0 2 0 0 94 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 88.36
"15661" 1 "28" 1 0 0 0 3 0 0 76 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 57.76
"15663" 1 "12" 0 0 0 0 3 0 0 42 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 17.64
"15666" 2 "10" 0 0 0 0 1 0 0 51 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 26.01
"15667" 2 "10" 1 0 0 0 2 0 0 39 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 15.21
